Subject	partofspeech	Experimenter_Word	Id	PairNumber	Experimenter_FileName	Experimenter_Utterance_Duration	Experimenter_Utterance_Latency	Experimenter_Utterance_Intensity	Child_Word	Child_FileName	Child_Utterance_Duration	Child_Utterance_Latency	Child_Utterance_Intensity	Experimenter_Notes	Child_Notes	Good	ResponseCat	UniqueWordId	LogFreq	prodage	Cue	TopAssocn	BwdAssocn	NumAssociates	Order	DOB	DOT	Age	Gender	KEEP	Age2	Para	Trials	TrialsByPart
S29A	verb	fix	31	11	S29A_E_11_31.wav	0.396723978	0.238034387	64.49149336	hammer	S30A_C_2_89.wav	0.514925593	0.231716517	68.39323688	?	?	1	B	31	2.87909588	22.71291866	FIX	0.338	0.089	9	4	35201	43005	21	M	TRUE	Adult	1	33	9
S29A	verb	give	51	29	S29A_E_29_51.wav	0.952137546	1.798482032	65.02477741	take	S30A_C_20_85.wav	0.643656991	0.051492559	67.54440684	?	?	1	P	51	3.490800952	25.22527473	GIVE	0.444	0.412	13	4	35201	43005	21	M	TRUE	Adult	1	33	9
S29A	verb	open	89	19	S29A_E_19_89.wav	0.740551425	0.634758364	64.27987405	close	S30A_C_10_38.wav	0.643656991	0.695149551	64.3462013	?	?	1	P	89	3.111934276	21.10948905	OPEN	0.723	0.448	5	4	35201	43005	21	M	TRUE	Adult	1	33	9
S29A	verb	sing	54	6	S29A_E_6_54.wav	0.71410316	0.290930917	61.93828554	bandersnatchers	S29A_C_30_94.wav	0.71410316	3.62341233	70.86148754	?	?	1	S	54	2.810904281	24.04545455	SING	0.456	0.291	17	4	35201	43005	21	M	TRUE	Adult	0	33	9
S29A	verb	sit	33	5	S29A_E_5_33.wav	0.793447955	0.132241326	62.47903746	stand	S29A_C_29_51.wav	0.819896221	0.317379182	64.07329592	?	?	1	P	33	3.453165393	18.94422311	SIT	0.348	0.534	14	4	35201	43005	21	M	TRUE	Adult	1	33	9
S29A	verb	walk	55	10	S29A_E_10_55.wav	0.740551425	0.678970056	67.36528599	talk	S30A_C_1_16.wav	0.463433034	0.180223958	71.67428963	?	?	1	P	55	2.862131379	21	WALK	0.465	0.493	12	4	35201	43005	21	M	TRUE	Adult	1	33	9
S2A	adjective	bad	93	26	S2A_E_26_93.wav	0.597278443	0.532356873	46.91852411	good	S2A_C_26_93.wav	0.506388245	1.07769806	50.99734633	?	?	1	P	93	2.985426474	22.66433566	BAD	0.75	0.758	9	2	35384	42927	20	M	TRUE	Adult	1	31	9
S2A	adjective	better	50	5	S2A_E_5_50.wav	0.805027466	0.443533933	54.53497632	best	S2A_C_5_50.wav	0.493403931	0.519372559	53.88228013	?	?	1	P	50	3.335658452	25.51351351	BETTER	0.435	0.403	7	2	35384	42927	20	M	TRUE	Adult	1	31	9
S2A	adjective	big	78	13	S2A_E_13_78.wav	0.571309815	1.064713746	50.55079844	small	S2A_C_13_78.wav	0.636231385	1.415290223	49.47505616	?	?	1	P	78	3.659250469	20.59722222	BIG	0.635	0.351	9	2	35384	42927	20	M	TRUE	Adult	1	31	9
S2A	adjective	good	95	11	S2A_E_11_95.wav	0.584294129	0.25968628	47.93085431	bad	S2A_C_11_95.wav	0.545341187	0.856964722	50.32542654	?	?	1	P	95	3.966423346	21.73134328	GOOD	0.758	0.75	8	2	35384	42927	20	M	TRUE	Adult	1	31	9
S2A	adjective	green	11	20	S2A_E_20_11.wav	0.597278443	4.356509717	51.668799	blue	S2A_C_20_11.wav	0.701152955	1.687960817	50.49148516	?	?	1	P	11	3.025715384	24.41304348	GREEN	0.25	0.364	17	2	35384	42927	20	M	TRUE	Adult	1	31	9
S2A	adjective	hard	71	32	S2A_E_32_71.wav	0.662200011	0.402513732	46.64126416	soft	S2A_C_32_71.wav	0.714137267	1.077698057	47.10490801	?	?	1	P	71	3.010299957	27.6	HARD	0.564	0.509	10	2	35384	42927	20	M	TRUE	Adult	1	31	9
S2A	adjective	hot	85	23	S2A_E_23_85.wav	0.389529419	0.324607849	47.04157672	cold	S2A_C_23_85.wav	0.454450989	0.649215699	51.56708456	?	?	1	P	85	2.897627091	15.57636888	HOT	0.676	0.413	8	2	35384	42927	20	M	TRUE	Adult	1	31	9
S2A	adjective	pretty	57	17	S2A_E_17_57.wav	0.467435303	1.049099501	53.01503643	beautiful	S2A_C_17_57.wav	0.701152955	1.259478456	49.67770613	?	?	1	P	57	3.211921084	21.44897959	PRETTY	0.473	0.291	11	2	35384	42927	20	M	TRUE	Adult	1	31	9
S2A	adjective	white	81	16	S2A_E_16_81.wav	0.441466675	0.272670593	49.78237882	black	S2A_C_16_81.wav	0.350576477	0.675184327	52.59762244	?	?	1	P	81	2.797267541	26.64646465	WHITE	0.655	0.557	8	2	35384	42927	20	M	TRUE	Adult	1	31	9
S2A	noun	cat	64	12	S2A_E_12_64.wav	0.610262757	1.273768821	48.19986072	cow	S2A_C_12_64.wav	0.636231385	0.94785492	50.51264634	?	?	1	P	64	3.011147361	17.72093023	CAT	0.513	0.667	3	2	35384	42927	20	M	TRUE	Adult	1	31	12
S2A	noun	cow	34	7	S2A_E_7_34.wav	0.428482361	0.493403931	48.38248697	goat	S2A_C_7_34.wav	0.441466675	0.712268633	50.62240802	?	?	1	P	34	2.821513528	18.6	COW	0.352	0.388	10	2	35384	42927	20	M	TRUE	Adult	1	31	12
S2A	noun	hand	35	21	S2A_E_21_35.wav	0.597278443	0.181780396	45.08266101	mouth	S2A_C_21_35.wav	0.610262757	1.399675979	48.28253378	?	?	1	P	35	3.110926242	18.84269663	HAND	0.358	0.268	16	2	35384	42927	20	M	TRUE	Adult	1	31	12
S2A	noun	lunch	16	27	S2A_E_27_16.wav	0.693601001	0.220733338	46.44741369	dinner	S2A_C_27_16.wav	0.584294129	1.656559829	48.46413655	?	?	1	P	16	2.870988814	22.72972973	LUNCH	0.269	0.096	17	2	35384	42927	20	M	TRUE	Adult	1	31	12
S2A	noun	man	82	24	S2A_E_24_82.wav	0.532356873	0.220733338	66.34288589	woman	S2A_C_24_82.wav	0.506388245	0.766074525	50.25690966	?	?	1	P	82	3.299725154	21.79230769	MAN	0.66	0.595	9	2	35384	42927	20	M	TRUE	Adult	1	31	12
S2A	noun	milk	40	10	S2A_E_10_40.wav	0.480419617	0.441466675	50.11125875	chocolate_milk	S2A_C_10_40.wav	0.843980408	1.713929445	49.40937661	?	?	1	S	40	3.135450699	18.14615385	MILK	0.388	0.352	18	2	35384	42927	20	M	TRUE	Adult	0	31	12
S2A	noun	mouth	1	4	S2A_E_4_1.wav	0.635134378	0.738829787	50.50121841	eyes	S2A_C_4_1.wav	0.597278443	3.67085566	53.46391785	?	?	1	P	1	3.033825694	18.34509804	MOUTH	0.201	0	19	2	35384	42927	20	M	TRUE	Adult	1	31	12
S2A	noun	night	87	29	S2A_E_29_87.wav	0.584294127	0.090890198	46.12251152	day	S2A_C_29_87.wav	0.402513732	0.90267884	52.15103318	?	?	1	P	87	3.150449409	22.46067416	NIGHT	0.686	0.819	6	2	35384	42927	20	M	TRUE	Adult	1	31	12
S2A	noun	picture	25	18	S2A_E_18_25.wav	0.506388245	0.311623535	53.08291103	drawing	S2A_C_18_25.wav	0.908901978	3.143985804	49.23635439	?	?	1	P	25	2.944975908	22.69230769	PICTURE	0.316	0.811	11	2	35384	42927	20	M	TRUE	Adult	1	31	12
S2A	noun	sock	76	25	S2A_E_25_76.wav	0.532356873	0.120483167	45.25750526	choices	S2A_C_25_76.wav	0.519372559	1.999584352	48.1458588	?	?	1	S	76	2.390935107	17.15533981	SOCK	0.617	0.212	8	2	35384	42927	20	M	TRUE	Adult	0	31	12
S2A	noun	story	49	31	S2A_E_31_49.wav	0.766074522	0.051937256	47.65373782	book	S2A_C_31_49.wav	0.506388244	1.376337278	49.43997098	?	?	1	B	49	3.048053173	22.81818182	STORY	0.419	0	14	2	35384	42927	20	M	TRUE	Adult	1	31	12
S2A	noun	train	27	9	S2A_E_9_27.wav	0.779058839	0.217593144	50.90729001	truck	S2A_C_9_27.wav	0.571309815	2.609847109	47.72080094	?	?	1	P	27	2.95616843	19.79617834	TRAIN	0.327	0.173	19	2	35384	42927	20	M	TRUE	Adult	1	31	12
S2A	other	no	96	3	S2A_E_3_96.wav	0.544400896	0.670473796	52.46384141	no	S2A_C_3_96.wav	0.518477044	1.698012318	57.24587972	?	?	1	O	96	4.309970657	14.37790698	NO	0.761	0.83	9	2	35384	42927	20	M	TRUE	Adult	0	31	3
S2A	other	today	62	1	S2A_E_1_62.wav	0.505515118	0	52.75812378	tomorrow	S2A_C_1_62.wav	0.427743561	0.622172452	55.81641088	?	?	1	P	62	3.365113432	29.21875	TODAY	0.503	0.527	11	2	35384	42927	20	M	TRUE	Adult	1	31	3
S2A	other	tomorrow	66	30	S2A_E_30_66.wav	0.779058836	0.194764709	48.95464528	today	S2A_C_30_66.wav	0.623247069	0.389529418	51.1478035	?	?	1	P	66	2.871572936	29.24528302	TOMORROW	0.527	0.503	9	2	35384	42927	20	M	TRUE	Adult	1	31	3
S2A	verb	close	52	19	S2A_E_19_52.wav	0.584294129	0.155811768	49.62076911	ropa	S2A_C_19_52.wav	0.869949036	3.16817261	51.34545316	?	?	1	O	52	2.84135947	24.32624113	CLOSE	0.448	0.723	9	2	35384	42927	20	M	TRUE	Adult	0	31	7
S2A	verb	draw	5	8	S2A_E_8_5.wav	0.740105897	0.493403931	51.246832	write	S2A_C_8_5.wav	0.701152955	1.597070619	48.67172919	?	?	1	P	5	2.79518459	24.80434783	DRAW	0.222	0	15	2	35384	42927	20	M	TRUE	Adult	1	31	7
S2A	verb	eat	44	28	S2A_E_28_44.wav	0.532356871	0.125881036	47.1269522	breakfast	S2A_C_28_44.wav	0.779058836	0.619657212	48.84226657	?	?	1	S	44	3.597695186	18.50761421	EAT	0.409	0.406	11	2	35384	42927	20	M	TRUE	Adult	0	31	7
S2A	verb	fall	28	15	S2A_E_15_28.wav	0.493403931	0.363560791	51.73892953	jump	S2A_C_15_28.wav	0.727121583	1.389321595	49.34516175	?	?	1	P	28	2.960470778	21.51764706	FALL	0.329	0.19	17	2	35384	42927	20	M	TRUE	Adult	1	31	7
S2A	verb	find	42	2	S2A_E_2_42.wav	0.362933931	0.803639418	52.55049649	found	S2A_C_2_42.wav	0.712905935	2.942357223	54.35609489	?	?	1	P	42	3.24723655	24.68965517	FIND	0.4	0.223	11	2	35384	42927	20	M	TRUE	Adult	1	31	7
S2A	verb	give	51	14	S2A_E_14_51.wav	0.532356873	0.316294608	47.02450433	get	S2A_C_14_51.wav	0.571309815	1.181572572	50.42201275	?	?	1	P	51	3.490800952	25.22527473	GIVE	0.444	0.412	13	2	35384	42927	20	M	TRUE	Adult	1	31	7
S2A	verb	stop	75	22	S2A_E_22_75.wav	0.415498047	0.324607849	50.02164673	go	S2A_C_22_75.wav	0.363560791	0.94785492	55.637258	?	?	1	P	75	3.020361283	22.22131148	STOP	0.615	0.539	8	2	35384	42927	20	M	TRUE	Adult	1	31	7
S30A	adjective	bad	93	16	S30A_E_16_93.wav	0.695149551	0.592164432	63.33829676	good	S31A_C_8_93.wav	0.517584605	1.876244194	71.60910907	?	?	1	P	93	2.985426474	22.66433566	BAD	0.75	0.758	9	6	35769	43005	20	F	TRUE	Adult	1	31	9
S30A	adjective	big	78	4	S30A_E_4_78.wav	0.643656991	0.487931309	62.24757681	little	S30A_C_28_90.wav	0.592164432	0.102985119	63.40943362	?	?	1	P	78	3.659250469	20.59722222	BIG	0.635	0.351	9	6	35769	43005	20	F	TRUE	Adult	1	31	9
S30A	adjective	cold	46	27	S30A_E_27_46.wav	0.72089583	0.489179314	64.24976763	hot	S31A_C_19_16.wav	0.543463835	1.51393497	66.83276899	?	?	1	P	46	2.931457871	18.87719298	COLD	0.413	0.676	19	6	35769	43005	20	F	TRUE	Adult	1	31	9
S30A	adjective	good	95	31	S30A_E_31_95.wav	0.643656991	0.308955356	59.36474867	bad	S31A_C_23_34.wav	0.763437293	0.595222296	73.57245934	?	?	1	P	95	3.966423346	21.73134328	GOOD	0.758	0.75	8	6	35769	43005	20	F	TRUE	Adult	1	31	9
S30A	adjective	green	11	26	S30A_E_26_11.wav	0.849627229	0.257462797	65.58829906	brown	S31A_C_18_98.wav	0.595222296	0.297611148	73.66982038	?	?	1	P	11	3.025715384	24.41304348	GREEN	0.25	0.364	17	6	35769	43005	20	F	TRUE	Adult	1	31	9
S30A	adjective	hot	85	20	S30A_E_20_85.wav	0.592164432	0.283209076	64.37223396	cold	S31A_C_12_50.wav	0.815195753	3.105507631	68.53335859	?	?	1	P	85	2.897627091	15.57636888	HOT	0.676	0.413	8	6	35769	43005	20	F	TRUE	Adult	1	31	9
S30A	adjective	new	90	28	S30A_E_28_90.wav	0.695149551	0.180223958	61.68635825	old	S31A_C_20_58.wav	0.672859987	1.617451891	69.573094	?	?	1	P	90	3.115277591	27.09375	NEW	0.725	0.473	10	6	35769	43005	20	F	TRUE	Adult	1	31	9
S30A	adjective	red	13	19	S30A_E_19_13.wav	0.669403271	0.180223958	65.33935422	blue	S31A_C_11_21.wav	0.556403451	0.556403451	67.74909679	?	?	1	P	13	3.089551883	22.6	RED	0.26	0.106	14	6	35769	43005	20	F	TRUE	Adult	1	31	9
S30A	adjective	white	81	22	S30A_E_22_81.wav	0.823880949	0.849627229	62.74015979	black	S31A_C_14_77.wav	0.659920372	0.543463835	69.12912707	?	?	1	P	81	2.797267541	26.64646465	WHITE	0.655	0.557	8	6	35769	43005	20	F	TRUE	Adult	1	31	9
S30A	noun	boy	88	25	S30A_E_25_88.wav	0.669403271	0.360447915	63.64679998	girl	S31A_C_17_68.wav	0.465826145	0.401128069	65.09329327	?	?	1	P	88	3.438225808	19.91911765	BOY	0.701	0.738	10	6	35769	43005	20	F	TRUE	Adult	1	31	12
S30A	noun	chair	24	5	S30A_E_5_24.wav	0.643656991	0.540671873	61.07580849	table	S30A_C_29_8.wav	0.592164432	0.72089583	62.98908523	?	?	1	P	24	3.116939647	19	CHAIR	0.314	0.756	14	6	35769	43005	20	F	TRUE	Adult	1	31	12
S30A	noun	cup	47	9	S30A_E_9_47.wav	0.74664211	0.231716517	60.20216908	water	S31A_C_1_51.wav	0.491705375	0.621101526	65.00746422	?	?	1	S	47	2.92992956	18.28571429	CUP	0.418	0.527	10	6	35769	43005	20	F	TRUE	Adult	0	31	12
S30A	noun	food	43	23	S30A_E_23_43.wav	0.77238839	0.617910712	63.9955414	no_food	S31A_C_15_11.wav	0.685799602	0.401128069	69.64561144	?	?	1	N	43	2.787460475	22.57446809	FOOD	0.406	0.409	18	6	35769	43005	20	F	TRUE	Adult	0	31	12
S30A	noun	house	73	6	S30A_E_6_73.wav	0.489179314	0.437686754	62.8884116	car	S30A_C_30_21.wav	0.695149551	0.798134669	64.13878081	?	?	1	S	73	3.491641793	21.73267327	HOUSE	0.582	0.333	13	6	35769	43005	20	F	TRUE	Adult	0	31	12
S30A	noun	lunch	16	1	S30A_E_1_16.wav	0.72089583	0	65.30743819	dinner	S30A_C_25_88.wav	0.566418153	0.077238839	62.12647013	?	?	1	P	16	2.870988814	22.72972973	LUNCH	0.269	0.096	17	6	35769	43005	20	F	TRUE	Adult	1	31	12
S30A	noun	mouth	1	14	S30A_E_14_1.wav	0.823880949	0.849627229	61.37046005	teeth	S31A_C_6_56.wav	0.634041141	0.672859987	63.82291329	?	?	1	S	1	3.033825694	18.34509804	MOUTH	0.201	0	19	6	35769	43005	20	F	TRUE	Adult	0	31	12
S30A	noun	nose	8	29	S30A_E_29_8.wav	0.74664211	0.540671873	63.50797255	mouth	S31A_C_21_64.wav	0.491705375	0.569343066	72.46856529	?	?	1	P	8	2.952792443	16.12676056	NOSE	0.236	0.11	15	6	35769	43005	20	F	TRUE	Adult	1	31	12
S30A	noun	paper	21	30	S30A_E_30_21.wav	0.592164432	0.643656991	61.323766	plastic	S31A_C_22_60.wav	0.672859987	0.427007299	70.39829664	?	?	1	P	21	3.027349608	21	PAPER	0.3	0.109	15	6	35769	43005	20	F	TRUE	Adult	1	31	12
S30A	noun	picture	25	13	S30A_E_13_25.wav	0.798134669	0.540175368	65.75431519	lemonade	S31A_C_5_31.wav	0.491705375	1.578633046	66.3406522	?	?	1	S	25	2.944975908	22.69230769	PICTURE	0.316	0.811	11	6	35769	43005	20	F	TRUE	Adult	0	31	12
S30A	noun	story	49	32	S30A_E_32_49.wav	0.61791071	0.14734162	60.68550493	short_story	S31A_C_24_88.wav	0.439946914	0.595222296	72.3244688	?	?	1	S	49	3.048053173	22.81818182	STORY	0.419	0	14	6	35769	43005	20	F	TRUE	Adult	0	31	12
S30A	noun	tiger	23	8	S30A_E_8_23.wav	0.875373508	0.411940475	60.78839941	wolf	S30A_C_32_49.wav	0.926866065	0.643656989	64.49432202	?	?	1	P	23	3.020775488	22.5320197	TIGER	0.308	0.362	15	6	35769	43005	20	F	TRUE	Adult	1	31	12
S30A	other	first	56	21	S30A_E_21_56.wav	0.540671873	1.107090025	63.07122958	last	S31A_C_13_46.wav	0.47876576	0.245852687	64.43050463	?	?	1	P	56	3.2999429	26.94495413	FIRST	0.467	0.575	11	6	35769	43005	20	F	TRUE	Adult	1	31	2
S30A	other	tomorrow	66	7	S30A_E_7_66.wav	0.566418153	0.540671873	62.90777118	today	S30A_C_31_95.wav	0.643656991	0.334701636	58.9684617	?	?	1	P	66	2.871572936	29.24528302	TOMORROW	0.527	0.503	9	6	35769	43005	20	F	TRUE	Adult	1	31	2
S30A	verb	eat	44	11	S30A_E_11_44.wav	0.566418153	1.081343746	63.28703074	sleep	S31A_C_3_71.wav	0.465826145	0.375248839	67.67952909	?	?	1	S	44	3.597695186	18.50761421	EAT	0.409	0.406	11	6	35769	43005	20	F	TRUE	Adult	0	31	8
S30A	verb	fix	31	24	S30A_E_24_31.wav	0.823880949	0.262292102	60.66880225	break	S31A_C_16_44.wav	0.724618447	0.608161911	67.62779503	?	?	1	P	31	2.87909588	22.71291866	FIX	0.338	0.089	9	6	35769	43005	20	F	TRUE	Adult	1	31	8
S30A	verb	give	51	18	S30A_E_18_51.wav	0.77238839	0.411940475	62.4967242	receive	S31A_C_10_1.wav	0.47876576	0.672859987	66.64727928	?	?	1	P	51	3.490800952	25.22527473	GIVE	0.444	0.412	13	6	35769	43005	20	F	TRUE	Adult	1	31	8
S30A	verb	open	89	2	S30A_E_2_89.wav	0.566418153	1.107090025	67.11762031	close	S30A_C_26_11.wav	0.798134669	0.72089583	67.00741218	?	?	1	P	89	3.111934276	21.10948905	OPEN	0.723	0.448	5	6	35769	43005	20	F	TRUE	Adult	1	31	8
S30A	verb	ride	38	10	S30A_E_10_38.wav	0.592164432	0.360447915	65.57824409	walk	S31A_C_2_38.wav	0.53052422	0.918712674	69.41329039	?	?	1	P	38	2.939019776	21.76521739	RIDE	0.372	0.261	14	6	35769	43005	20	F	TRUE	Adult	1	31	8
S30A	verb	sing	54	3	S30A_E_3_54.wav	0.849627229	0.617910712	60.87630938	talk	S30A_C_27_46.wav	0.437686754	0.360447915	60.88356197	?	?	1	P	54	2.810904281	24.04545455	SING	0.456	0.291	17	6	35769	43005	20	F	TRUE	Adult	1	31	8
S30A	verb	walk	55	17	S30A_E_17_55.wav	0.669403271	1.235821424	64.15263876	run	S31A_C_9_66.wav	0.47876576	0.543463835	69.95094166	?	?	1	P	55	2.862131379	21	WALK	0.465	0.493	12	6	35769	43005	20	F	TRUE	Adult	1	31	8
S30A	verb	wash	6	15	S30A_E_15_6.wav	0.798134669	0.77238839	63.6494191	dry	S31A_C_7_5.wav	0.53052422	0.659920372	67.19226165	?	?	1	P	6	2.787460475	21.76521739	WASH	0.223	0	14	6	35769	43005	20	F	TRUE	Adult	1	31	8
S31	adjective	bad	93	14	S31_E_14_93.wav	0.746808959	0.999574464	61.21769959	good	S31_C_14_93.wav	0.647234431	1.914894988	62.24838266	?	?	1	P	93	2.985426474	22.66433566	BAD	0.75	0.758	9	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	adjective	cold	46	8	S31_E_8_46.wav	0.746808977	0.896170773	59.90969701	hot	S31_C_8_46.wav	0.448085386	1.717660648	60.48859926	?	?	1	P	46	2.931457871	18.87719298	COLD	0.413	0.676	19	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	adjective	good	95	21	S31_E_21_95.wav	0.672128049	0.472978997	60.60033183	bad	S31_C_21_95.wav	0.672128049	0.622340786	56.87921664	?	?	1	P	95	3.966423346	21.73134328	GOOD	0.758	0.75	8	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	adjective	green	11	13	S31_E_13_11.wav	0.672128063	0.622340799	60.05663449	blue	S31_C_13_11.wav	0.597447167	1.319362495	62.17706759	?	?	1	P	11	3.025715384	24.41304348	GREEN	0.25	0.364	17	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	adjective	happy	77	26	S31_E_26_77.wav	0.970851618	0.522766256	57.17676652	sad	S31_C_26_77.wav	0.771702568	0.149361787	58.05541602	?	?	1	P	77	2.793790385	22.39915966	HAPPY	0.628	0.634	8	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	adjective	hard	71	22	S31_E_22_71.wav	0.771702572	0.559143123	55.75996431	easy	S31_C_22_71.wav	0.821489835	1.294468831	62.98170628	?	?	1	P	71	3.010299957	27.6	HARD	0.564	0.509	10	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	adjective	long	69	28	S31_E_28_69.wav	0.821489831	0.174255419	57.02799853	short	S31_C_28_69.wav	0.871277093	0.3982981	57.12429433	?	?	1	P	69	3.1430148	29.79591837	LONG	0.536	0.222	13	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	adjective	old	58	20	S31_E_20_58.wav	0.572553523	1.020638889	60.01787211	new	S31_C_20_58.wav	0.672128049	0.809998258	60.09498771	?	?	1	P	58	3.010299957	29.2920354	OLD	0.473	0.725	9	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	adjective	red	13	4	S31_E_4_13.wav	0.597447211	0.52276631	59.12891343	blue	S31_C_4_13.wav	0.572553577	1.269575324	61.26697693	?	?	1	P	13	3.089551883	22.6	RED	0.26	0.106	14	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	noun	boy	88	27	S31_E_27_88.wav	0.572553518	0.995745249	60.49670874	girl	S31_C_27_88.wav	0.672128043	0.672128043	61.20858125	?	?	1	P	88	3.438225808	19.91911765	BOY	0.701	0.738	10	1	40703	42910	6	F	TRUE	Older	1	32	11
S31	noun	cat	64	3	S31_E_3_64.wav	0.547659947	0.622340848	54.54733595	bat	S31_C_3_64.wav	0.597447211	1.104888737	58.11139418	?	Cfirst	1	P	64	3.011147361	17.72093023	CAT	0.513	0.667	3	1	40703	42910	6	F	TRUE	Older	1	32	11
S31	noun	chair	24	18	S31_E_18_24.wav	0.672128052	1.194894315	58.92749364	sit	S31_C_18_24.wav	0.647234421	0.771702579	57.79554968	?	?	1	S	24	3.116939647	19	CHAIR	0.314	0.756	14	1	40703	42910	6	F	TRUE	Older	0	32	11
S31	noun	cow	34	12	S31_E_12_34.wav	0.746808961	0.467228696	57.65253576	farm	S31_C_12_34.wav	0.721915327	1.570207166	57.05111879	?	?	1	S	34	2.821513528	18.6	COW	0.352	0.388	10	1	40703	42910	6	F	TRUE	Older	0	32	11
S31	noun	cup	47	9	S31_E_9_47.wav	0.721915345	1.070426201	59.00610581	tea	S31_C_9_47.wav	0.67212808	3.485108562	59.47847399	?	?	1	S	47	2.92992956	18.28571429	CUP	0.418	0.527	10	1	40703	42910	6	F	TRUE	Older	0	32	11
S31	noun	hand	35	23	S31_E_23_35.wav	0.72191531	0.821489835	58.45987246	knee	S31_C_23_35.wav	0.821489835	1.64297967	60.68801994	?	?	1	P	35	3.110926242	18.84269663	HAND	0.358	0.268	16	1	40703	42910	6	F	TRUE	Older	1	32	11
S31	noun	nose	8	25	S31_E_25_8.wav	0.921064361	0.572553521	56.75297222	ear	S31_C_25_8.wav	0.721915306	0.798502402	58.15065845	?	?	1	P	8	2.952792443	16.12676056	NOSE	0.236	0.11	15	1	40703	42910	6	F	TRUE	Older	1	32	11
S31	noun	paper	21	24	S31_E_24_21.wav	0.697021678	0.697021678	57.6750812	scissors	S31_C_24_21.wav	0.846383466	0.697021678	57.58352926	?	?	1	P	21	3.027349608	21	PAPER	0.3	0.109	15	1	40703	42910	6	F	TRUE	Older	1	32	11
S31	noun	table	94	30	S31_E_30_94.wav	0.572553514	1.394043468	57.20458755	chair	S31_C_30_94.wav	0.821489824	0.846383455	58.79549887	?	?	1	P	94	3.148294097	22.25625	TABLE	0.756	0.314	10	1	40703	42910	6	F	TRUE	Older	1	32	11
S31	noun	tiger	23	7	S31_E_7_23.wav	0.721915345	1.097226335	59.35982882	stripes	S31_C_7_23.wav	0.821489875	0.995745303	57.33318233	?	?	1	S	23	3.020775488	22.5320197	TIGER	0.308	0.362	15	1	40703	42910	6	F	TRUE	Older	0	32	11
S31	noun	train	27	2	S31_E_2_27.wav	0.547659947	0.721915384	58.59285152	tracks	S31_C_2_27.wav	0.771702652	1.493618036	57.91534727	?	?	1	S	27	2.95616843	19.79617834	TRAIN	0.327	0.173	19	1	40703	42910	6	F	TRUE	Older	0	32	11
S31	other	morning	4	32	S31_E_32_4.wav	0.746808931	0.423191727	56.3720714	night	S31_C_32_4.wav	0.697021669	0.24893631	59.31437894	?	?	1	P	4	3.133219457	24.86082474	MORNING	0.216	0	18	1	40703	42910	6	F	TRUE	Older	1	32	3
S31	other	tomorrow	66	17	S31_E_17_66.wav	0.846383473	3.714885807	59.53455065	today	S31_C_17_66.wav	0.79659621	2.663618578	58.89740745	?	?	1	P	66	2.871572936	29.24528302	TOMORROW	0.527	0.503	9	1	40703	42910	6	F	TRUE	Older	1	32	3
S31	other	yes	98	31	S31_E_31_98.wav	0.746808931	0.672128038	59.12606374	no	S31_C_31_98.wav	0.647234407	0.921064348	60.7827402	?	?	1	P	98	3.930490565	18.0942029	YES	0.83	0.761	7	1	40703	42910	6	F	TRUE	Older	1	32	3
S31	verb	close	52	1	S31_E_1_52.wav	0.597447214	0	60.75711129	pajamas	S31_C_1_52.wav	1.145107161	1.51851167	59.17826935	?	?	1	P	52	2.84135947	24.32624113	CLOSE	0.448	0.723	9	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	verb	draw	5	33	S31_E_33_5.wav	0.572553514	0.618511557	58.73219375	write	S31_C_33_5.wav	0.672128038	1.468724231	61.61665994	?	?	1	P	5	2.79518459	24.80434783	DRAW	0.222	0	15	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	verb	find	42	16	S31_E_16_42.wav	0.672128063	0.538086452	60.36825618	lose	S31_C_16_42.wav	0.896170751	1.294468863	60.94701508	?	?	1	P	42	3.24723655	24.68965517	FIND	0.4	0.223	11	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	verb	fix	31	11	S31_E_11_31.wav	0.746808973	1.21978799	58.47964026	stroke	S31_C_11_31.wav	1.244681622	1.194894357	57.79580818	?	approx	1	O	31	2.87909588	22.71291866	FIX	0.338	0.089	9	1	40703	42910	6	F	TRUE	Older	0	32	9
S31	verb	give	51	29	S31_E_29_51.wav	0.846383462	0.479806575	59.09618492	lose	S31_C_29_51.wav	1.02063888	2.31702231	57.51490377	?	?	1	P	51	3.490800952	25.22527473	GIVE	0.444	0.412	13	1	40703	42910	6	F	TRUE	Older	1	32	9
S31	verb	open	89	19	S31_E_19_89.wav	0.69702168	1.141273491	60.0639485	close	S31_C_19_89.wav	0.622340786	0.472978997	59.88289666	?	?	1	P	89	3.111934276	21.10948905	OPEN	0.723	0.448	5	1	40703	42910	6	F	TRUE	Older	1	32	9
